id,name,points
1957,Gunehgar,0
1958,Gunghroo,0
1959,"Guns Out",0
1960,"Gun De Gunn",0
1961,"Gun Matters Jigar",0
1962,"Gun Smoke",0
1963,Gun,0
1964,"Gun Warga",0
1965,Gurshal,0
1966,"Guru Gobind",0
1967,"Gussa Jatt Da",0
1968,"Gusse Hoya Na Kar",0
1969,"Gusse Vich",0
1970,Gustakhi,0
1971,"Gutt Ch Paranda",0
1972,"Gutt Te Naa",0
1973,"Gut Feel",0
1974,Guzarishan,0
1975,"Gym De Shokeen",0
1976,Marjaney,0
1977,Haal,0
1978,"Haal E Dil",0
1979,Haami,0
1980,"Haan Bhaldi",0
1981,Haan,0
1982,"Haan Mazak Aa",0
1983,"Haarda Ni",0
1984,"Haare Hum Haare",0
1985,Haari,0
1986,"HAAR GAYI",0
1987,"Haasyan Ch Jaan",0
1988,"Haaye Oye (Acoustic)",0
1989,"Haaye Oye",0
1990,"Haaye Rabba",0
1991,"Habbit (feat. Simar Kaur)",0
1992,Habibi,0
1993,Habit,0
1994,"Hadd Tod Da",0
1995,Hadtaal,0
1996,"Hai Pyaar Kya",0
1997,"Hai Tera Saath",0
1998,"Hai Tu Kaun",0
1999,"Haji Peer Bhoomi 2020",0
2000,"Halo Re Halo",0
2001,"Hamare Darmiyan",0
2002,"Hamari Kahani",0
2003,"Hamke Dulhin Banala",0
2004,Handcuffs,0
2005,"Hanji Hanji",0
2006,"Hanjugam (From &quot;Bhuj The Pride Of India&quot;)",0
2007,Hanju,0
2008,"Happy Birthday Jatta Ve",0
2009,"Happy Birthday My Life - Single",0
2010,"Happy Birthday To You Ji",0
2011,"Happy Birthday Yaara",0
2012,"Happy New Year 2021 Dj Song",0
2013,Haqdaar,0
2014,Haqq,0
2015,"Haq Ali",0
2016,Haq,0
2017,"Hard Beat",0
2018,Hard,0
2019,"Hard To Get",0
2020,"Hare Krishna Hare",0
2021,"Hare Krishna Hare Rama",0
2022,"Hari Singh Nalwa",0
2023,"Harkheya Jatt",0
2024,"Haryana Aale",0
2025,"Haryana Roadways",0
2026,"Haryanvi Beat",0
2027,"Haryanvi Chora",0
2028,"Har Ek Pal",0
2029,"Har Funn Maula (From &quot;Koi Jaane Na&quot;)",0
2030,"Har Saah",0
2031,"Hasda Reha Kar",0
2032,"Hassna Bhuljengi",0
2033,"Hass Ke",0
2034,Memax,0
2035,Haters,0
2036,Hathkadiyan,0
2037,Hathyar,0
2038,"Hath Jorhe",0
2039,"Hath Kadi",0
2040,"Hatt Jatta Hatt (feat. Gurlez Akhtar)",0
2041,"Hatt Ja Passe",0
2042,"The Big Bull",0
2043,"Hawa Aun De",0
2044,"Hawa Banke",0
2045,"Hawa Warga",0
2046,"Haye Tatta",0
2047,"Hay Gopal Krishna",0
2048,"Hazaron Ka Kya Hoga",0
2049,Headline,0
2050,Heal,0
2051,Heartbeat,0
2052,Heartfail,0
2053,"Heart Beat",0
2054,"Heavy Ghaghra",0
2055,"Heavy Gotta",0
2056,"Heavy Hai Bhai",0
2057,"Heeran Ke Chakkar",0
2058,"Heera Jatt",0
2059,Heera,0
2060,Heer,0
2061,"Heer Ranjha",0
2062,"Kade Haan Kade Naa",0
2063,"Helli Me Chor",0
2064,"Hello Koun",0
2065,Hello,0
2066,"Hello Priya",0
2067,Herogiri,0
2068,"Hey Baby Girl",0
2069,"Vannakkamda Mappilei",0
2070,"Hey Singari",0
2071,"He Loves Me",0
2072,Hichki,0
2073,"Hide Karke",0
2074,"Higher (feat. iann dior)",0
2075,"High Range",0
2076,Hijab,0
2077,"Hindustani Way",0
2078,"Hivada Mein Rajasthan Hain",0
2079,"Hi Jack",0
2080,Hobby,0
2081,Hokka,0
2082,"Hold My Kamariya",0
2083,Holiday,0
2084,"Holiya Me Hili",0
2085,"Holi Mein Kunwar Ke Duwar Jhakela",0
2086,"Holi Mein Rangeele",0
2087,"Holi Me Bhouji Ke Rahan Bigdal",0
2088,"Holi Me Kajal Badal Gaili",0
2089,"Holi Patidar Ke",0
2090,Hollywood,0
2091,Hometown,0
2092,Homicide,0
2093,"Hona Chaida",0
2094,"Hone Laga Tumse Pyaar",0
2095,"Honsle Buland",0
2096,"Honthon Pe Bas by Mika Singh",0
2097,"Honth Chocolate",0
2098,"Hood (feat. Inderpal Moga)",0
2099,"Hook N Crook",0
2100,"Hoor Pari",0
2101,Hooter,0
2102,Hope,0
2103,Hora,0
2104,"Hor Dus",0
2105,"Hor Koi Na",0
2106,Hosh,0
2107,"Hosh Mai Aa (Tadipaar)",0
2108,Hostel,0
2109,"Hot Ba Tohar Figure",0
2110,Houdini,0
2111,"Houli Bol",0
2112,"Ho Balma",0
2113,"Malang - Unleash The Madness",0
2114,"Hug Life (Jaffiyan)",0
2115,Hukka,0
2116,"Thana Sadar",0
2117,"Hula La La",0
2118,"Humdard Hai",0
2119,"Humko Toh Pyaar Hogaya",0
2120,"Humko Tum Mil Gaye",0
2121,Hummer,0
2122,"Humnavva Humsafar",0
2123,Humsafar,0
2124,"Hum Hindustani",0
2125,"Hum Kalam",0
2126,"Hum Mar Jayenge",0
2127,"Hum Padhte Bani Ho",0
2128,"Before You Die",0
2129,"Hum To Tere Aashiq Hain",0
2130,"Hum Tum",0
2131,"Hungama 2",0
2132,Hunter,0
2133,"Hun Vailpunna Chalu",0
2134,"Husband Bawla",0
2135,"Husna Diye Pariye",0
2136,"Hutt Hutt",0
2137,Hype,0
2138,"Ibaadat Ban Gaye Ho",0
2139,Ibadatan,0
2140,"Idhuvum Kadandhu Pogum (The Healing Song) (From &quot;Netrikann&quot;)",0
2141,"Its My Life",0
2142,"Idli Chutney",0
2143,"ID Password",0
2144,Ielts,0
2145,Ignore,0
2146,Ijazataan,0
2147,"Ikk Kudi",0
2148,"Ik Bol",0
2149,"Ik Dafa",0
2150,"Ik Din",0
2151,"Ik Dooje Lai",0
2152,"Ik Kudi",0
2153,"Ik Mauka",0
2154,"Ik Naya Khuwab",0
2155,"Ik Tera",0
2156,"Ik Vaari Maan Ja",0
2157,"Ik Waari",0
2158,Illegal,0
2159,"Illegal Hood",0
2160,Iltija,0
2161,Ilzaam,0
2162,"Imma Boss",0
2163,Incomplete,0
2164,"Incomplete Love",0
2165,"Indian Army",0
2166,"India Gate",0
2167,"India Together",0
2168,"Indra VS 5911",0
2169,"INDUSTRY BABY",0
2170,"Infamous Boy",0
2171,"Innocent Face",0
2172,Inteha,0
2173,Interstellar,0
2174,Intezaar,0
2175,Intezar,0
2176,"Into You",0
2177,"Introducing Her",0
2178,"INTRO IKIGAI",0
2179,Intzaar,0
2180,"In It To Win It",0
2181,"Azadi Ke Bad",0
2182,Ishaara,0
2183,Ishqam,0
2184,"Ishqe Di Galliyan",0
2185,"Ishqe Vich Aukha",0
2186,Ishqiya,0
2187,Ishqzada,0
2188,"Ishq Bheegaye Naina",0
2189,"Ishq Da Rog",0
2190,"Ishq Fakeeri",0
2191,"Ishq Farzi",0
2192,"Ishq Gehra",0
2193,"Ishq Hai",0
2194,"Ishq Hai (Original Score)",0
2195,"Ishq Hogaya",0
2196,"Ishq Kahani",0
2197,"Ishq Karo Dil Se (From &quot;Koi Jaane Na&quot;)",0
2198,"Ishq Ka Mausam",0
2199,"Ishq Ka Raja",0
2200,"Ishq Khuda Hai",0
2201,"Ishq Ki Barsaatein",0
2202,"Ishq Lagan",0
2203,"Bypass Road",0
2204,"Ishq Mein",0
2205,"Ishq Nachaya",0
2206,"Ishq Nu Chhedi Na",0
2207,"Ishq Parasti",0
2208,"Ishq Saaf",0
2209,"Ishq Samundar",0
2210,"Ishq Tera Mera",0
2211,"Ishq Te Ashiqi",0
2212,"Ishq Tumhara",0
2213,"Iss Pyar Ko",0
2214,"Is Qadar Dil Mera",0
2215,"Is Qadar",0
2216,"Is Tarah Aashiqui Ka",0
2217,Itihaas,0
2218,"Itna Bata De",0
2219,"The Body",0
2220,"Itraan Diya Mehkaan",0
2221,"its All Done",0
2222,"It&#039;s Bad Time",0
2223,"It&#039;s My Time",0
2224,"It&#039;s Okay",0
2225,"It&#039;s Over",0
2226,Izhaar,0
2227,Andhaghaaram,0
2228,"I Don&#039;t Know",0
2229,"I Feel",0
2230,"I Love You Kinna Sara",0
2231,"I Told You",0
2232,Jaada,0
2233,"Jaagde Raho",0
2234,"200 Halla Ho",0
2235,"Jaanein Bachayenge",0
2236,"Jaaneja Dilruba",0
2237,"Koi Jaane Na",0
2238,"Jaane De Mujhe",0
2239,"Jaane Meriye",0
2240,"Jaane Meri",0
2241,"Bob Biswas",0
2242,"Jaanu Ji",0
2243,Jaan,0
2244,"Khuda Haafiz",0
2245,"Jaan Bula Ke",0
2246,"Jaan Dardi",0
2247,"Jaan (From&quot;Yes I Am Student&quot;)",0
2248,"Jaan Jaan",0
2249,"Jaan Jatti Di",0
2250,"Jaan Kad Lai",0
2251,"Jaan Ke Duaar Pa",0
2252,"Jaan Lay Ja",0
2253,"Jaan Leva Nakhre",0
2254,"Jaan Panjabi 2.0",0
2255,"Jaan Vaarda",0
2256,"Jaan Wardi",0
2257,"Jaate Jaate",0
2258,"Jabardast Dost",0
2259,"Jabb Se Tumko Dekhaa",0
2260,"Jab Dil Mile",0
2261,"Jab Jab Kajrawa Karelu",0
2262,"Jab Jab Piyawa Rowayi Ho",0
2263,"Jab Jab",0
2264,"Jab Se Mile Ho Tum",0
2265,"Jab Se Tu Mili Hai",0
2266,"Jab Teri Yaad",0
2267,"Jadon Nachdi Tu",0
2268,"Jado Ji Ke Holi",0
2269,"Jaguar - Single",0
2270,Shershaah,0
2271,Jail,0
2272,"Jaimaal Mein Dhamaal",0
2273,"Jai Baba Ki",0
2274,"Jai Bhole Baba (Hindi)",0
2275,"Jai Jaikaar",0
2276,"Jai Jai Shiv Shankar",0
2277,"Jai Kara Kedara",0
2278,"Jai Veeru",0
2279,Jajbaat,0
2280,"Batla House",0
2281,"Jalebi Baby",0
2282,Jalebi,0
2283,Jallad,0
2284,Jallianwala,0
2285,"Jamaica to India",0
2286,Jameson,0
2287,"Jameson Wargi",0
2288,"Jamme Naal De",0
2289,Janam,0
2290,"Qismat 2",0
2291,"Jandi Jandi 2",0
2292,Adhikar,0
2293,Jannat,0
2294,"Jannat Ka Tukda",0
2295,"Jannat Ve",0
2296,"Satyameva Jayate",0
2297,"Jap Naam Bhole Ka",0
2298,Jaqeen,0
2299,"Jarde Jahi Naar",0
2300,Jashan,0
2301,"Jattan De Jawaak",0
2302,"Jattan Di Pachaan",0
2303,Jatta,0
2304,"Jatta Ve",0
2305,"Jatta Ve Jatta",0
2306,Jattiyan,0
2307,Jattiye,0
2308,"Jatti Di Yaari",0
2309,"Jatti Jeone Morh Wargi",0
2310,"Jinne Jamme Saare Nikamme",0
2311,"Jatti Kohenoor Wargi",0
2312,"Jatti Lit",0
2313,Jatti,0
2314,"Jatti Teri Fan",0
2315,"Jatti Ton Pyaar Le",0
2316,"Jatt Brand",0
2317,"Jatt Da Swaad (feat. G.noor)",0
2318,"Jatt De Brober",0
2319,"Jatt De Khilaaf",0
2320,"Jatt Di Guddi",0
2321,"Jatt Di Pasand",0
2322,"Jatt Di Zuban",0
2323,"Jatt Fire",0
2324,"Jatt Jatt",0
2325,"Jatt Mannya",0
2326,"Jatt Mashoor Ne",0
2327,"Jatt Moon",0
2328,"Jatt Naal Yaari",0
2329,"Jatt Nikle",0
2330,"Jatt Scene",0
2331,"Jatt Vs Jail",0
2332,"Jatt Yamla",0
2333,"Jaungi Pani Len",0
2334,"Jawab De",0
2335,"Jawani 1984 To 2021",0
2336,"Jawani Ke Josh Kam Karas",0
2337,Jawani,0
2338,"Jazaak Allah",0
2339,"Jazbaati Bande",0
2340,Jazbaat,0
2341,"Jazzy B",0
2342,"Ja Ab Palat Ke Dekhab Na",0
2343,"Ja Bewafa Hamse Hoke Juda",0
2344,"Ja Ja Ja",0
2345,"Ja Ja Re",0
2346,"Ja Jee Lay",0
2347,"Ja Tiya Padhe Itwaro Ke",0
2348,"Ja Ve Ja",0
2349,"Jeena Bhool Jaunga",0
2350,"Jugni (My First Album)",0
2351,"Kutte Fail",0
2352,Jeep,0
2353,"Jeep Md Desi Rockstar",0
2354,"Yennanga Sir Unga Sattam",0
2355,"Jeetega Mera India",0
2356,"Jeetenge Hum",0
2357,"Tips Rewind: A Tribute to Jagjit Singh",0
2358,"Jee Jee Kahenga (feat. Gurlez Akhtar)",0
2359,"Jee Karr Daa",0
2360,"Jee Le Zindagi",0
2361,"Jee Nai Sakdi",0
2362,"Jeona Mour 2",0
2363,"Jerhe Shadd Gye",0
2364,"Je Yeshu Naal Tere",0
2365,"Jhaaj Jeya Jatt",0
2366,"Jhake (feat. Gurlez Akhtar)",0
2367,"Jhakhi Daar Chubara",0
2368,"Jhalle Kalle",0
2369,Jhanjar,0
2370,"Tera Naam",0
2371,Jhanjhar,0
2372,"Jhanjhar Waliye",0
2373,RANG,0
2374,Jhanjran,0
2375,Jhanjra,0
2376,"Jheeni Jheeni Bhoomi 2020",0
2377,Jhidkaan,0
2378,"Shakuntala Devi",0
2379,Jhoome,0
2380,"Jhoomka Gira Re - Mukul And Ruchika Jangid",0
2381,"Jhoom Baraabar Jhoomm",0
2382,"Jhoota Lagda",0
2383,"Jhoota Pyar",0
2384,"Jhootha Hai",0
2385,"Jhoothe Hain",0
2386,"Jhooth Bolda",0
2387,"Jhooth Bolna Paap Hai",0
2388,Jhooth,0
2389,"Jhooth Vikda",0
2390,"Jhotte Jatt",0
2391,"Jhumka Giral Ba Chhathi Ghat Pe",0
2392,"Jhumka Giri Bareilly Ke Bazaar Mein",0
2393,Jhumka,0
2394,"Jhutha Jma Tu",0
2395,"Jhuthi Soh",0
2396,Jigre,0
2397,"Jija Saali",0
2398,"Jija Tu Kala",0
2399,"MGR Magan (Original Motion Picture Soundtrack)",0
2400,"Jimmy Choo",0
2401,"Jind Jaan",0
2402,Jind,0
2403,"Jind Meriye",0
2404,"Jind Nimani",0
2405,"Jine De",0
2406,"Jaani Ve",0
2407,"Jinna Pyaar",0
2408,"Jinna Tera Kareya",0
2409,"Jiske Liye",0
2410,Jism,0
2411,"Jiss Waqt Tera Chehra",0
2412,"Jis Din Tum",0
2413,"Jitt da Ailaan",0
2414,"Jiya Kaanch Ka",0
2415,"Jiye Na Debu Ka Ae Patarko 2.0",0
2416,Jodaa,0
2417,JODI,0
2418,Joganiya,0
2419,"Joon Fakran Di",0
2420,"Jo Chumma Degi Jitegi",0
2421,"Jo Tera Vo Mera",0
2422,"Jo Tumko Jhoot Lage",0
2423,"Jo Tu Na Mila",0
2424,"Judge Me Later",0
2425,"Jugni Ji",0
2426,Jugnu,0
2427,"Jug Jug Jeeve",0
2428,"Juice Da Glass",0
2429,"Julami Chundad - Single",0
2430,"Julfan De Jaal",0
2431,"JULLI BISTRE",0
2432,"Julli Margi Jille Pe",0
2433,Junoon,0
2434,Juraban,0
2435,Jurat,0
2436,Justified,0
2437,"Just A Dream",0
2438,Jutti,0
2439,"Jutti Tilledar",0
2440,"Jyada Jachdi",0
2441,"K.V Wala Launda",0
2442,"Kaabil E Tareef",0
2443,"Shiva Shivaa",0
2444,Ganesapuram,0
2445,Kaadu,0
2446,"Kaahe Ko Sataaye",0
2447,Ward-126,0
2448,"Vendhu Thanindhathu Kaadu",0
2449,"Kaala Chela",0
2450,"Kaala Jadu",0
2451,"Kaala Maal",0
2452,"Kaale Kaarname",0
2453,"Kaale Sheeshe",0
2454,"Kaali Audi",0
2455,"Kaali Bentley",0
2456,"Kaali Car",0
2457,"Kaali Gaddi",0
2458,"Kaali Range",0
2459,Kaand,0
2460,Kaante,0
2461,Kaare,0
2462,"Kaari Kaari",0
2463,"Kaash Aisa Hota - Single",0
2464,Kaash,0
2465,"Kaasu (From &quot;Raame Aandalum Raavane Aandalum&quot;)",0
2466,Kaathadi,0
2467,Maara,0
2468,Vanam,0
2469,"Soorarai Pottru",0
2470,"Kabaddi Anthem",0
2471,"Kabala Kai Dehab",0
2472,Kabira,0
2473,Kabootar,0
2474,Kabza,0
2475,"Kadar Kyo Ni Krda",0
2476,"Kade Kade",0
2477,Ranga,0
2478,"Kadi Te Has Bol Ve",0
2479,Kahani,0
2480,"Kahe Tor Kareja Phatata",0
2481,"Kahin Door Jab Din Dhal Jaye",0
2482,"Kaise Hum Bataye",0
2483,"Kaise Juda Rahein",0
2484,"Kaise Kahoon",0
2485,"Kaise Kahu",0
2486,"Noka Noka",0
2487,"Kajal Kala - Single",0
2488,Kajla,0
2489,Kaju,0
2490,Kakh,0
2491,"Kala Chashma 2",0
2492,"Kala Daman",0
2493,"Kala Jodda",0
2494,"Kala Kurta Chadra",0
2495,"Kala Maal",0
2496,"Kala Suit Pe Kala Chashma",0
2497,"Kala Suit",0
2498,"Kala Tikka",0
2499,"Kale Ho",0
2500,"Kale Ke Papa",0
2501,"Kali Maserati",0
2502,"Kalla Reh Jayenga",0
2503,"Kalla Sohna Nai",0
2504,"Kalle Kalle",0
2505,"Kalle Kalle - Single",0
2506,"Kalli BehKe",0
2507,"Kalli Kalli Gal",0
2508,"Kalli Kalli Raat",0
2509,"Kalli Kalli Wish",0
2510,Kalyug,0
2511,"Kal De Jawaak",0
2512,"Kal De Jawak",0
2513,"Kal Di Gal",0
2514,Kamaal,0
2515,"Kamaal Kardi",0
2516,"Kamaal Kare Tu",0
2517,"Kamaal Kari Jaane O",0
2518,"Kamariya Kaam Na Kare - Single",0
2519,"Kamariya Turele Raja Ji",0
2520,"Kamar Kamjor",0
2521,"Kamar Ke Dard",0
2522,"Kamar Ke Number Badhal Ba",0
2523,"Kamar Lapkauaa",0
2524,"Kamar Mein Gudgudi Barela",0
2525,"Kamar Nahi Kaam Karata",0
2526,"Kamar Teri Left Right Hale",0
2527,"Kami Kithe Reh Gayi",0
2528,"Kamla Shayar",0
2529,"Hum Do Hamare Do",0
2530,KAMLI,0
2531,"Kandha Boldiyan",0
2532,"Kandhe Ka Woh Til",0
2533,Kangnaa,0
2534,"Kangna 2",0
2535,Kangna,0
2536,"Kanjoos Maahi",0
2537,"Maraikkayar - Arabikadalin Singam",0
2538,"Kannamma Eannamma",0
2539,"Putham Pudhu Kaalai",0
2540,"Naan Kadavul Illai",0
2541,"Kanpur Wale",0
2542,"Kanta Bai (From &quot;Sangeetkaar&quot;)",0
2543,"Kanta Laga",0
2544,"Karam Karde",0
2545,Karam,0
2546,"Karda Mai Yaad",0
2547,"Karde Karam",0
2548,Kareeb,0
2549,"Kare Se Tang Manne Chhore",0
2550,"Kargi Ghayal",0
2551,"Karle Pyar",0
2552,Karona,0
2553,Kartoos,0
2554,"Karwa Chauth",0
2555,"Kar Gal",0
2556,"Kar Promise",0
2557,Kasam,0
2558,"Kashmiri Loyi",0
2559,Kashmir,0
2560,Kashtiya,0
2561,Kasiyoli,0
2562,Kasoor,0
2563,"Kasuta Look",0
2564,"Katal Mubarak",0
2565,"Katheya Ne Rehna",0
2566,"Katta Car Me",0
2567,"Anandham Vilayadum Veedu",0
2568,"Kauli Khand Di",0
2569,"Kaun Disha Mein Leke Chala - Upbeat",0
2570,"Kaun Hai Ye",0
2571,"Kaur Sardarni 2",0
2572,"Kehar Jatt Da",0
2573,"Keh Du",0
2574,"Keh Nai Hoya",0
2575,"Khabar Meri Maut Ki",0
2576,"Khabar Nahi",0
2577,"Khabbi Seat",0
2578,"Khadkaye Hoye Aa",0
2579,"Khad Tainu Main Dassa",0
2580,"Khaike Paan Banaras Wala - Ritesh Pandey",0
2581,"Khair Ki Jholi",0
2582,Khandaani,0
2583,"Khandani Bande",0
2584,Khandani,0
2585,"Khandani Vair",0
2586,"khanne Wala Gandhi",0
2587,"Khant vs. Moosa",0
2588,"Khatam Hue Waande",0
2589,"Khatam Karona",0
2590,Khatra,0
2591,Khat,0
2592,Khayaal,0
2593,Velle,0
2594,"Khelab Aaj Holi Kehu Naahi Boli",0
2595,"Khelegi Kya?",0
2596,"Khelta Ja",0
2597,Khel,0
2598,"Khesariya Awara Nahi Hai",0
2599,"Khetibadi (feat. Gurlez Akhter)",0
2600,"Khichi Rakh",0
2601,"Khideya Punjab",0
2602,"Khona Hai",0
2603,"Khono Dardi",0
2604,Khoobian,0
2605,Dhamaka,0
2606,"Khoya Raha",0
2607,"Khudara Aakar",0
2608,"Khuda kI Inayat",0
2609,Khudka,0
2610,Khudkhushi,0
2611,"Khud Ka Pata",0
2612,"Khuja Mat",0
2613,Khumariyaan,0
2614,Khushiyan,0
2615,"Khushi Jab Bhi Teri (Feat.Khushalii Kumar)",0
2616,"Khushi Viaah Di",0
2617,Khutti,0
2618,"Khwahish (Dastaan)",0
2619,Khwahish,0
2620,Khwaish,0
2621,Khyaal,0
2622,"Khyaal Karlo",0
2623,"Khyaal Karlo (Cover)",0
2624,"Kidda Fer Hatero",0
2625,"Kids Rap Tat Tara Ra",0
2626,Kikli,0
2627,KILLA,0
2628,"Killer Queen",0
2629,"Killeyan Da Villa",0
2630,"Kill Chori",0
2631,Kinaare,0
2632,Kingdom,0
2633,"KING KONG",0
2634,"King Life",0
2635,"King of Majha",0
2636,"King Queen",0
2637,"Kinna Chauna",0
2638,"Kinna Chir",0
2639,"Kinna Mardi",0
2640,"Kinne Aye Kinne Gye 2",0
2641,"Kinne Aye Kinne Gye",0
2642,"Kinne Saalan Baad",0
2643,"Kinnia Choriyan",0
2644,"Kinni Kinni Vaari",0
2645,Kirpana,0
2646,"Kisaani Lipi",0
2647,Kisaan,0
2648,"Kise De Kol Gal Na Kari",0
2649,"Kismat Teri",0
2650,"Kiss Me Like You Miss Me",0
2651,Roohi,0
2652,Kitaab,0
2653,"Kitabaan Vich",0
2654,"Kithe Dil La Leya",0
2655,"Kitkat Jawani",0
2656,"Kitna hai pyaar",0
2657,"Kitthe Chali",0
2658,"Ki Bann Da",0
2659,Star-crossed,0
2660,"Ki Kariye",0
2661,"Ki Lagdi Teri",0
2662,"Ki Tusi Jande O (feat. Singga)",0
2663,"Arasiyalla Idhellam Saadharnamappa",0
2664,Kohinoor,0
2665,"Koi Aur Hai",0
2666,"Samarjeet Randhava&#039;s Sufi Rockland",0
2667,"Sonu Tey Papa Di Gaddi",0
2668,"Koi Fariyaad Unplugged",0
2669,"Koi Gham Nahi",0
2670,Maidan-E-Jung,0
2671,"Koi Hor",0
2672,"Koi Mull Nahi",0
2673,"Koi Nahin",0
2674,"Koi Na",0
2675,"Koi Sehri Babu",0
2676,Koka,0
2677,Koke,0
2678,"Kol Hove",0
2679,"Konjam Pesu",0
2680,"Koshish Karne Walon Ki Haar Nahin Hoti",0
2681,"Kothe Chad Lalkaru",0
2682,Kothi,0
2683,"Krk Kutta",0
2684,"Kuch Aisa",0
2685,"Kuch Bhi Ho Jaye",0
2686,"Kuch Kuch",0
2687,"Kuch nhi kehndi",0
2688,"Kudiya De Layi",0
2689,"Kudi Chandigarh Di",0
2690,"Kudi Himachal Di",0
2691,"Minnal Murali",0
2692,Kunba,0
2693,"Kunde Taale",0
2694,"Kunware Mein Rang Lagwaile Bani",0
2695,Kurbaan,0
2696,"Kuri Tu Mean Hai",0
2697,"Kursi bin Table",0
2698,"Kurta Daman",0
2699,"Kurta Pajama (From &quot;Sangeetkaar&quot;)",0
2700,Kurti,0
2701,"Kuruthi Aattam",0
2702,"Satyameva Jayate 2",0
2703,"Lut Gaye - Jubin Nautiyal",0
2704,"Kutty Pattas",0
2705,"Kya Baat",0
2706,"Kya Hua Tera Vada",0
2707,"Kya Karu",0
2708,"Broken but Beautiful Season 3",0
2709,"Kya Mujhse Pyar Karte Ho",0
2710,"Kya Rakha Hai",0
2711,"Kyon 2020",0
2712,"Kyon Dardi",0
2713,"Kyun Bewajah",0
2714,"Kyun Ki Tu",0
2715,"Kyu Ruwauna Ae",0
2716,"Kyu Soniya",0
2717,"K Haal Hai",0
2718,"Laada ka Lada",0
2719,"Laadle 3 - Single",0
2720,Laadu,0
2721,"Laagi Lagan Shankara",0
2722,"Laalaan Dian Shahaadtan",0
2723,"Laala Laala",0
2724,Laali,0
2725,"Laali Thamja",0
2726,"Laal Dupatta",0
2727,"Laal Gulabi",0
2728,"Laal Hari Peeli Choodiyan",0
2729,"Laambo Ghunghat",0
2730,Laapata,0
2731,Laarey,0
2732,"Laare And Prada",0
2733,"Laare Da Ki Kariye",0
2734,Laare,0
2735,"Laddo Hogi Syani",0
2736,"Laddu Laddu Kehke",0
2737,"Ladka Alag Sa",0
2738,"Ladki Bigad Gayi",0
2739,"Ladoo Return",0
2740,Lafanga,0
2741,"Lagann Laagii",0
2742,"Krishna Bhajan - Lagan Tumse Laga Baithe",0
2743,"Lagdi Thaa",0
2744,"Laggi Payi Aa 26",0
2745,"Lag Ja Gale - Siddharth Slathia",0
2746,"Lag Raha Hai Dil Deewana",0
2747,"Lahangwa Las Las Karta",0
2748,Lahore,0
2749,"Lahori Jatti",0
2750,"Lahu Di Awaaz 2",0
2751,"Lahu Di Awaaz",0
2752,"Laija Laija",0
2753,"Laiki Ke Line Laag Jaai",0
2754,Laila,0
2755,"Laiyan Laiyan",0
2756,Lakeerain,0
2757,"Lakeeran (From &quot;Haseen Dillruba&quot;)",0
2758,"Lakhmichand Ki Tek",0
2759,"Lak Patla",0
2760,"Lala Lala Lori",0
2761,"Lalkaare (From &quot;Honsla Rakh&quot;)",0
2762,"Lal Lal Hothwa Se - Upbeat",0
2763,Lambarghinii,0
2764,Lamborghini,0
2765,Lamhe,0
2766,"Lamhe Zaroori",0
2767,"Lanka Lutegi",0
2768,"Lara Sohneya",0
2769,"Last Peg",0
2770,"Lattu - Single",0
2771,"Launda Sakth Hai",0
2772,"Laungan Da Guchha",0
2773,"Laung Digya",0
2774,"Laung Gawaacha",0
2775,Lazeez,0
2776,"Lean On",0
2777,"Left Seat",0
2778,Lehanga,0
2779,Lehar,0
2780,"Lehar Vibe",0
2781,"Lehenga Lyade Mehnga",0
2782,"Lehenge Aala Naap",0
2783,Lehja,0
2784,"Leja Leja Re Mahi",0
2785,"Len Den Ke Chakkar",0
2786,"Let&#039;s See",0
2787,"Letter To An Angel",0
2788,"Let Me Know",0
2789,"Let Them Count",0
2790,"Le La DUI Rupaiyan",0
2791,"Le Li Ego Chumma",0
2792,"LG Da Round",0
2793,Lifeline,0
2794,"Lifestyle (feat. Adam Levine)",0
2795,Lifestyle,0
2796,"Dear DAD",0
2797,Liggi,0
2798,Detour,0
2799,Likhari,0
2800,"Sanam - Likhe Jo Khat Tujhe",0
2801,"Lilo Chaman 2 - Single",0
2802,"Lil Bruh",0
2803,LimeLight,0
2804,Link,0
2805,"Listen Bro",0
2806,"Listen Me",0
2807,"TRIPLEE SIXX PART 1",0
2808,"Little Star",0
2809,"Lit Guyz",0
2810,"Living Legend",0
2811,"Loaded Gun",0
2812,LOCATION,0
2813,Loca,0
2814,"Lockdown Love",0
2815,Loco,0
2816,"Log Kya Kahenge",0
2817,"Aranmanai 3",0
2818,"Ginny Weds Sunny",0
2819,London,0
2820,"London Lahore",0
2821,"Long Drive",0
2822,"Long Nights",0
2823,"Look Behind",0
2824,"Look Innocent",0
2825,Look,0
2826,Lootera,0
2827,Looteri,0
2828,"Loot Liya",0
2829,Lor,0
2830,"Lost Home (feat. Mr Dee)",0
2831,"Love Birds",0
2832,"Love Forever",0
2833,"Love Kardi",0
2834,"Love Talks",0
2835,"Love To You",0
2836,"Love With You",0
2837,"Love You",0
2838,"LPK Love Passion Karma",0
2839,"Luck Di Kasam",0
2840,Neighbours,0
2841,"Lut Gaye",0
2842,Maachis,0
2843,"Maaf Karde",0
2844,Maahiya,0
2845,"Maahi Kithe",0
2846,Maalik,0
2847,"Maalik Ghulam",0
2848,"Maalik Mere",0
2849,Maalko,0
2850,"Maal Maal",0
2851,"Maangi Duaein",0
